	fc	p
CXCL9	-1.987271101	0.6
ART3	1.840239144	0.12
CXCL10	-0.93500265	0.55
CXCL11	-3.771168207	0.46
NUP54	1.509422428	0.73
SCARB2	4.069428305	0.96
FAM47E	-1.355740514	0.48
STBD1	-0.31497624	0.87
CCDC158	-3.284016679	0.12
SHROOM3	1.120423633	0.4
AC107072.2	0.028242001	0.98
RP11-359D14.2	-3.074494694	0.82
SEPT11	2.051893195	0.28
TXNP6	-0.751770405	0.03
CCNI	5.780655541	0.9
RP11-1E1.2	-3.784148845	0.06
CCNG2	0.218203163	0.32
CNOT6L	1.772872157	0.85
MRPL1	3.031506007	0.86
RP11-777B9.5	2.697439542	0.95
FRAS1	-0.305152094	0.92
SERBP1P5	-3.1561912	0.34
ANXA3	0.930624166	0.72
LINC01094	-4.296464652	0.2
RP11-109G23.3	-4.795622974	0.15
BMP2K	2.111170219	0.06
PAQR3	-0.523076271	0.62
RN7SL127P	0.282942219	0.98
LINC01088	-1.906498939	0.79
LINC00989	-2.326962147	0.88
RP11-234K19.1	-2.474299665	0.67
ANTXR2	2.48871109	0.57
PRDM8	-2.82109312	0.5
FGF5	-4.637489949	0.5
PRKG2	-3.433592821	0.23
RASGEF1B	-1.475649174	0.3
RP11-127B20.2	-1.108933317	0.78
HNRNPD	2.679309214	0.75
RP11-127B20.3	-2.804028236	0.57
HNRNPDL	3.823433902	0.37
ENOPH1	2.094439018	0.59
TMEM150C	1.123963205	0.75
RPL7AP26	-1.135215136	0.75
RP11-791G16.2	-1.771631844	0.59
RP11-791G16.4	-4.118244111	0.87
SCD5	-1.308992026	0.11
SEC31A	3.765614015	0.31
THAP9-AS1	2.110553195	0.44
THAP9	1.144396187	0.79
LIN54	0.946078393	0.23
COPS4	2.936864957	0.72
PLAC8	-4.133485312	0.88
RP11-576N17.5	-1.660806311	0.01
COQ2	1.898865995	0.67
HPSE	-3.758296269	0.94
HELQ	1.815514186	0.33
MRPS18C	0.751779983	0.78
FAM175A	-0.63005228	0.39
SLC25A14P1	-2.796600448	0.51
GPAT3	3.875375721	0.25
CDS1	-0.381981038	0.4
WDFY3	2.882901552	0.92
RN7SL552P	0.402287525	0.22
WDFY3-AS2	-0.729008307	0.7
RN7SKP48	-0.105130634	0.32
RP11-218C23.1	-3.477037013	1
ARHGAP24	2.274840448	0.82
MIR4451	3.95888848	0.36
RP13-514E23.1	-4.374522027	0.98
MAPK10	-1.601141473	0.66
RP11-778J15.1	-3.946776282	0.04
RN7SKP96	-2.230101623	0.72
PTPN13	0.904273357	0.02
SLC10A6	-2.550671414	0.85
C4orf36	0.881087132	0.64
RP11-397E7.4	-1.827392978	0.64
AFF1	3.581613927	0.08
TECRP1	-6.64385619	0.15
KLHL8	0.885762263	0.2
GAPDHP60	-3.823434859	0.62
HSD17B13	-6.64385619	0.87
HSD17B11	1.285824681	0.4
NUDT9	1.521705132	0.33
RP11-710E1.2	-2.911812929	0.41
SPARCL1	6.782345056	0.19
RP11-742B18.1	-6.64385619	0.85
IBSP	-6.64385619	0.49
HSP90AB3P	0.425166474	0.07
SPP1	-1.523126855	1
PKD2	2.363371649	0.11
ABCG2	1.624770664	0.8
RNU6ATAC31P	-1.032569468	0.93
RP11-147K6.2	-6.64385619	0.31
PPM1K	5.496065777	0.62
RP11-10L7.1	-3.065734887	0.09
HERC6	1.906490191	0.04
HERC5	-0.308414505	0.85
PYURF	2.957509939	0.18
HERC3	2.651947199	0.57
RP11-466G12.2	-1.808456237	0.43
RN7SKP244	-0.010667316	0.71
NAP1L5	1.453882438	0.82
FAM13A-AS1	1.01197035	0.76
FAM13A-AS1_2	-6.64385619	0.92
FAM13A	1.10210393	0.15
TIGD2	-1.179982824	0.32
RP11-84C13.2	-2.216138711	0.35
GPRIN3	2.180637411	0.19
RP11-115D19.1	-6.64385619	0.7
SNCA	0.414364507	0.14
MMRN1	-1.387241956	0.78
CCSER1	0.789407375	0.7
TMSB4XP8	0.433759055	0.66
RP11-254A24.2	-2.400594102	0.1
GRID2	-6.64385619	0.6
SMARCAD1	1.868385533	0.27
HPGDS	-4.695979992	0.46
PDLIM5	6.319664945	0.98
RP11-554D13.1	-1.782785297	0.33
BMPR1B	-0.248801243	0.33
UNC5C	-0.857073106	0.64
RP11-710C12.1	-2.530214136	0.04
STPG2	-4.283414283	0.21
RP11-681L8.1	-6.64385619	0.63
RAP1GDS1	0.857584188	0.56
RP11-810D13.1	-1.351594407	0.3
TSPAN5	-0.673137585	0.98
RP11-1299A16.3	-4.245046078	0.05
EIF4E	-0.169339608	0.09
TBCAP3	-1.333681987	0.64
METAP1	3.180569095	0.63
RP11-571L19.8	-1.013207802	0.55
ADH5	3.556341211	0.48
RP11-696N14.1	-3.038443331	0.29
ADH1A	-4.767291498	0.63
ADH1B	0.046957267	0.65
ADH1C	-2.076662198	0.03
TRMT10A	-0.982772133	0.47
MTTP	-1.443534696	0.45
RP11-766F14.1	-6.64385619	0.84
RP11-766F14.2	-3.510210359	0.54
DAPP1	-3.480423703	0.36
LAMTOR3	1.928891043	0.08
DNAJB14	1.223508789	0.85
RP11-15B17.4	-0.270539895	0.03
H2AFZ	1.478699344	0.49
DDIT4L	-3.174521732	0.75
EMCN	1.980228543	0.66
PPP3CA	1.888308512	0.55
MIR1255A	-6.64385619	0.44
FLJ20021	-0.234313803	0.42
BANK1	-6.64385619	0.7
SLC39A8	-1.656285833	0.43
RP11-499E18.1	-6.64385619	0.98
NFKB1	1.759115884	0.49
MANBA	1.31697147	0.18
LRRC37A15P	3.219723146	0.69
KRT8P46	2.831479108	0.67
UBE2D3	3.431576123	0.32
RP11-10L12.4	-0.154787221	0.06
CISD2	0.435406002	0.53
SLC9B1	-4.306624394	0.06
SLC9B2	-1.021045091	0.13
BDH2	0.784168703	0.51
CENPE	-3.155634728	0.05
DDX3P3	-6.64385619	0.38
CXXC4	0.646401412	0.01
AC004053.1	-4.303119623	0.76
AC004069.2	-3.060127527	0.88
TET2	1.872383837	0.56
PPA2	2.527556352	0.46
EEF1A1P9	-2.132096529	0.54
INTS12	1.451460013	0.88
GSTCD	-0.312036945	0.07
NPNT	-1.171419422	0.32
RP11-710F7.3	-4.499086448	0.52
TBCK	1.009720719	0.84
AIMP1	2.387137508	0.13
DKK2	-0.74489023	0.11
PAPSS1	1.064653971	0.5
SGMS2	1.782231008	0.83
RP11-286E11.1	-0.900620035	0.24
CYP2U1	0.550799078	0.95
RP11-286E11.2	-2.178600681	0.4
HADH	4.499704788	0.89
LEF1	-2.483478381	0.57
LEF1-AS1	-4.830566606	0.07
RPL34-AS1	-2.460945119	0.13
RPL34	3.571464346	0.24
OSTC	1.527587075	0.5
ETNPPL	-0.462309646	0.19
COL25A1	-3.766494735	0.75
RBMXP4	-3.102730335	0.48
SEC24B-AS1	-1.78494334	0.12
SEC24B	3.070877697	0.68
MIR576	-0.676572718	0.36
SETP20	-3.629247731	0.42
CDC42P4	-3.093391099	0.9
MCUB	-1.152330636	0.78
HIGD1AP14	-2.158756421	0.84
CASP6	-0.34685661	0.51
AC004067.5	-2.454965163	0.59
PLA2G12A	2.704614454	0.05
CFI	0.921411849	0.64
GAR1	-0.810248918	0.33
RRH	-6.64385619	0.4
LRIT3	-4.146978398	0.96
EGF	1.102213599	0.82
ELOVL6	-1.553293055	0.04
ENPEP	0.65976039	0.54
PITX2	-5.592945973	0.25
C4orf32	1.031035972	0.77
RP11-477G18.2	1.536744475	0.48
RP11-73K9.2	-2.017022786	0.22
AP1AR	1.41835759	0.33
TIFA	0.103950135	0.96
ALPK1	-1.015585518	0.15
RTEL1P1	-4.080250685	0.1
TOX4P1	-4.559702725	0.49
ZGRF1	-0.802460066	0.63
LARP7	3.045347795	0.05
MIR302B	-2.586340029	0.69
RP11-119H12.1	1.243588665	0.02
ANK2	3.973538295	0.26
RP11-119H12.4	0.899171027	0.02
MIR1243	0.38680932	0.31
CAMK2D	5.030343141	0.02
ARSJ	-1.614587185	0.53
NDST4	-4.091250955	0.72
TRAM1L1	-2.403975516	0.17
NT5C3AP1	-3.072906677	0.65
SNHG8	2.068149307	0.54
CEP170P1	-3.997399514	0.06
RP11-384K6.6	-1.567230698	0.49
METTL14	1.231916146	0.67
SEC24D	0.697539385	0.81
SYNPO2	5.24568693	0.42
RP11-358D17.1	1.558342129	0.45
RP11-358D17.2	1.631889045	0.36
MYOZ2	8.228734369	0.03
RP11-455G16.1	-3.210578184	0.16
USP53	3.228911781	0.91
C4orf3	3.534322358	0.88
FABP2	-0.531705483	0.59
KLHL2P1	-1.484344729	0.43
GTF2IP12	-1.392332145	0.93
RP11-33B1.1	1.031283075	0.82
RP11-33B1.3	-6.64385619	0.92
PDE5A	2.118663725	0.76
RP11-96A1.4	-1.145589388	0.21
RP11-700N1.1	2.982606045	0.97
Y_RNA	0.835536105	0.97
MAD2L1	-2.994687791	0.28
RP11-679C8.2	-1.021308076	0.98
SAR1P3	-1.25959908	0.06
PRDM5	1.365986748	0.42
SETP12	-1.121260424	0.12
NDNF	1.032811256	0.24
RN7SKP137	-2.275600139	0.9
TNIP3	-4.572634219	0.38
Y_RNA	-0.733347333	0.64
QRFPR	-1.656285833	0.63
TUBB4BP5	-6.64385619	0.74
ANXA5	4.577309478	0.78
TMEM155	-6.64385619	0.38
EXOSC9	1.023966974	1
CCNA2	-2.635387055	0.6
BBS7	0.10029513	0.78
TRPC3	-3.42560035	1
KIAA1109	3.074151887	0.5
CETN4P	-2.850550778	0.65
BBS12	0.686842659	0.18
FGF2	0.437980222	0.32
RP11-170N16.2	-1.487033689	0.24
RP11-170N16.3	-1.461819452	0.36
NUDT6	0.011181447	0.72
SPATA5	0.753027637	0.01
SPRY1	2.336061959	0.22
LINC01091	-2.408226516	0.51
RP11-93I21.3	-6.64385619	0.29
ANKRD50	1.771017534	0.74
FAT4	2.208949534	0.6
Y_RNA	1.127096193	0.09
INTU	0.421585722	0.78
HSPA4L	1.729950425	0.79
RP11-50D9.4	-0.333599142	0.08
RP11-50D9.3	-2.223675635	0.5
PLK4	-2.543417038	0.58
MFSD8	1.263205842	0.27
ABHD18	3.245127386	0.82
LARP1B	1.733141531	0.91
FOSL1P1	-0.92257009	0.39
PGRMC2	2.657509922	0.47
RP11-420A23.1	0.129980316	0.56
RP11-130C6.1	-2.257589729	0.85
RP11-184M15.1	-6.64385619	0.16
JADRR	-4.472094057	0.55
JADE1	2.12171889	0.96
SCLT1	0.700707074	0.37
C4orf33	-0.500923983	0.89
RPL7AP28	-1.20871849	0.15
RP11-745L13.2	-2.806987081	0.82
RP11-9G1.3	-6.64385619	0.96
PCDH10	-6.64385619	0.96
RP11-427M20.1	-2.286732152	0.81
PABPC4L	-0.717934337	0.15
RP11-553P9.1	-4.224333213	0.36
RNU1-89P	1.370286004	0.7
RP11-138I17.1	-3.788655921	0.08
PCDH18	0.428179573	0.71
RP13-884E18.4	-1.054821165	0.69
LINC00616	-6.64385619	0.41
SLC7A11	-5.47323423	0.91
RP11-371F15.3	-2.382867381	0.53
NOCT	0.222255805	0.07
ELF2	1.950630785	0.27
PPP1R14BP3	0.711032888	0.71
MGARP	-2.087464747	0.39
NDUFC1	4.285368991	0.35
NAA15	2.196052851	0.51
RP11-83A24.2	-0.514027838	0.67
RP11-83A24.1	-2.288947237	0.53
RAB33B	1.297429702	0.59
SETD7	3.213362229	0.21
MGST2	2.634645385	0.11
MAML3	-0.431735334	0.84
RN7SKP253	-6.64385619	0.27
SCOC	2.672434492	0.63
SCOC-AS1	-2.087350114	0.58
RPL14P3	-1.732171972	0.97
CLGN	4.335710009	0.16
ELMOD2	1.897055561	0.56
UCP1	-6.64385619	0.17
TBC1D9	2.431369304	0
TNRC18P1	-1.865245924	0.22
RP11-102N12.3	-2.838120777	0.18
RNF150	4.374768655	0.51
ZNF330	5.228989225	0.94
RP11-362F19.1	-1.992318079	0.95
RP11-362F19.2	-1.044910645	0.96
RP11-362F19.3	-0.884768854	0.25
IL15	-1.064197834	0
INPP4B	3.233514637	0.27
RPL5P13	0.044271635	0.51
RP11-284M14.1	-0.468725775	0.95
USP38	1.99447993	0.91
GAB1	3.592876054	0.27
MIR3139	-6.64385619	0.55
RP11-364L4.1	-3.61581394	0.66
RPSAP36	0.151151877	0.72
SMARCA5	3.405240559	0.8
GUSBP5	-1.798640661	0.62
RP13-578N3.3	-2.163634888	0.15
GYPE	-4.640015533	0.81
RP11-673E1.3	-6.64385619	0.77
RP11-673E1.1	-3.779623111	0.32
HHIP-AS1	-2.59946361	0.8
HHIP	-2.690472037	0.59
ANAPC10	0.951618192	0.36
ABCE1	2.178427704	0.2
OTUD4	1.851772512	0.35
Y_RNA	-0.878516686	0.17
RTN3P1	-0.537717312	0.86
SMAD1	0.72534076	0.71
MMAA	-0.011039426	0.02
ZNF827	1.76908419	0.8
RP11-181K12.1	-1.440584899	0.11
LSM6	0.307449835	0.94
RP11-6L6.4	-1.327658816	0
RP11-6L6.2	-3.472505906	0.8
SLC10A7	-0.282740534	0.63
PRMT5P1	-3.17276703	0.91
EDNRA	3.168825143	0.13
RP11-752L20.3	0.489815982	0.12
GTF2F2P1	0.433759055	0.89
TMEM184C	2.142304308	0.81
PRMT9	1.17748216	0.09
ARHGAP10	2.856783642	0.98
MIR4799	-0.276974459	0.57
RN7SL254P	-0.217977053	0.78
NR3C2	2.286064856	0.3
RP11-503L19.1	-2.983083971	0.55
RP11-24I21.1	-6.64385619	0.72
DCLK2	1.58959834	0.12
LRBA	2.481054918	0.52
RP11-174F8.1	-3.827162478	0.43
MAB21L2	-4.976400124	0.71
RPS3A	1.13794407	0.36
SNORD73B	-6.64385619	0.83
SH3D19	4.521627278	0.19
RP11-372K14.2	-3.961099546	0.21
FAM160A1	1.775276771	0.11
RN7SKP35	-6.64385619	0.85
RP11-164P12.4	1.479502104	0.64
RP11-164P12.5	1.386775697	0.38
GATB	1.229547633	0.02
RP11-164P12.3	-4.898752134	0.23
RP11-424M21.1	-3.490524472	0.55
RP11-461L13.5	-1.885656142	0.77
RP11-461L13.3	-0.22940676	0.78
FBXW7	3.170102691	0.74
MIR3140	1.01515692	0.96
MIR4453	-1.1441793	0.95
TMEM154	-1.194376624	0.73
TIGD4	-3.215883808	0.28
ARFIP1	1.304007533	0.98
RP11-206F17.2	-0.318720591	0.04
FHDC1	-3.436579362	0.79
TRIM2	2.116824273	0.29
ANXA2P1	-6.64385619	0.73
MND1	-6.64385619	0.77
KIAA0922	2.325344323	0.14
RP11-153M7.3	-4.416653937	0.53
RP11-153M7.1	-3.926618286	0.81
TLR2	-1.975920034	0.72
RNF175	-5.396327498	0.56
SFRP2	-6.64385619	0.62
DCHS2	-4.798249434	0.88
PLRG1	1.916145426	0.3
LRAT	-5.797580726	0.37
RBM46	-6.64385619	0.78
MAP9	0.959474543	0.72
RP13-487K5.1	0.229586298	0.07
GUCY1A3	3.502295082	0.38
RP11-588K22.2	2.981976191	0.09
GUCY1B3	2.354286528	0.08
TDO2	-5.542100865	0.23
CTSO	1.944778794	0.41
PDGFC	1.371936872	0.87
GLRB	1.694597845	0.03
GRIA2	-5.899869164	0.18
RP11-597D13.2	-6.64385619	0.99
FAM198B	3.815857653	0.71
RP11-597D13.9	0.125168609	0.36
NUDT19P5	-0.888506704	0.69
TMEM144	0.754945184	0.44
RP11-597D13.7	-1.852233836	0.44
RXFP1	-6.64385619	0.87
C4orf46	0.745065809	0.6
ETFDH	4.097420979	0.2
U3	0.47246834	0.38
PPID	2.852812096	0.36
FNIP2	3.024566709	0.93
RP11-815N9.2	-1.929928475	0.38
RAPGEF2	2.986501511	0.36
AC005150.1	-0.551079627	0.35
RP11-580J4.1	-3.224324203	0.38
NAF1	0.172264289	0.63
NPY1R	-2.339048491	0.91
NPY5R	-3.29810978	0.55
TMA16	0.057227386	0.06
MARCH1	-2.7470903	0.4
RP11-218F10.3	-0.914088581	0.7
RP11-606P2.1	-0.425352625	0.73
NACA3P	0.393422201	0.93
TRIM61	-2.31697378	0.87
FAM218A	-1.544243342	0.81
RP11-366M4.11	-0.826460821	0.72
TMEM192	0.219972775	0.96
KLHL2	0.590603361	0.66
MSMO1	0.576494166	0.55
CPE	2.906047629	0.43
HADHAP1	-6.64385619	0.28
TLL1	-2.853757672	0
SPOCK3	-4.310890806	0.18
DDX60	1.805682917	0.89
DDX60L	0.978559712	0.95
PALLD	5.874487507	0.48
RPL9P16	2.551509499	0.64
RP11-635L1.2	1.657978382	0.88
CBR4	2.224583084	0.74
RNU6-853P	1.179807029	0.62
SH3RF1	1.351917243	0.91
NEK1	1.919639969	0.07
CLCN3	3.551292886	0.98
HPF1	2.1983828	0.9
MFAP3L	-1.70461912	0.18
AADAT	-0.744335175	0.68
HSP90AA6P	-2.722969118	0.74
GALNTL6	-6.64385619	0.8
RP11-10K16.1	-2.884339736	0.27
GALNT7	-0.060144725	0.54
RP11-798M19.3	-2.990754759	0
HMGB2	2.900617691	0.95
RP11-798M19.6	-1.167237791	0.18
SAP30	1.386986411	0.24
SCRG1	-2.794114717	0.3
RP11-489G11.3	-1.966832856	0.75
HAND2	3.669799934	0.51
HAND2-AS1	2.976951118	0.72
RP11-475B2.1	-0.052249892	0.68
RP11-161D15.1	0.385625644	0.52
RP11-161D15.3	-3.310169324	0.66
RP11-148L24.1	-2.685291898	0.07
RP11-248N22.1	-3.99448832	0.7
FBXO8	2.001304093	0.77
CEP44	1.104519308	0.22
HPGD	-1.999602402	0.33
GPM6A	-3.836689316	0.2
WDR17	-2.903634577	0.6
SPATA4	-3.21164119	0.23
ASB5	-0.498674694	0.31
RP11-87F15.2	-6.64385619	0.9
SPCS3	3.499087728	0.04
VEGFC	1.46071115	0.53
NEIL3	-5.040264786	0.07
AGA	0.583621826	0.23
RP11-130F10.1	-3.414914349	0.44
LINC01099	-3.01681591	0.27
RP11-665C14.2	2.672152848	0.4
RP11-433O3.1	-6.64385619	0.33
AC108142.1	-6.64385619	0.67
TENM3	-0.37655284	0.22
RP11-402C9.1	-2.178162927	0.68
DCTD	1.399718757	0.47
RP11-335L23.5	-3.249293546	0.52
WWC2-AS2	-2.113387524	0.18
WWC2	2.280723331	0.56
CDKN2AIP	1.408921237	0.04
RP11-367N14.2	-6.64385619	0
ING2	0.35534564	0.2
RP11-367N14.3	-3.249293546	0.03
RWDD4	0.508643932	0.08
TRAPPC11	2.342377568	0.83
RP11-499F19.3	-1.497736827	0.63
STOX2	3.117971321	0.95
RP11-739P1.2	1.164135066	0.26
RP11-739P1.3	0.854956567	0.76
ENPP6	-5.45300338	0.28
RP11-290F5.2	-1.654289874	0.11
RP11-290F5.1	1.463306309	0.28
IRF2	2.37289605	0.85
RP11-326I11.5	0.671836388	0.97
RP11-326I11.3	-1.171752381	0.28
RP11-326I11.4	-0.270160474	0.41
CASP3	1.987051553	0.87
PRIMPOL	1.229219989	0.41
CENPU	-1.756143531	0.11
ACSL1	3.98833151	0.58
SLED1	-0.298002275	0.12
RP11-701P16.2	-6.64385619	0.51
MIR3945HG	-6.64385619	0.38
SLC25A4	7.051041209	0.4
CFAP97	1.79166615	0.28
SNX25	1.122056211	0.03
LRP2BP	0.20094878	0.27
RP11-714G18.1	-0.455056267	0.49
ANKRD37	0.087234237	0.22
UFSP2	3.129788868	0.85
Y_RNA	-6.64385619	0.56
C4orf47	-2.421418171	0.53
CCDC110	-2.713455498	0.86
RP11-279O9.4	-2.615895615	0.04
PDLIM3	5.180116398	0.84
SORBS2	6.670284924	0.57
RP11-301L8.2	-6.64385619	0.39
Y_RNA	3.253440326	0.43
TLR3	-1.242114029	0.67
FAM149A	-0.328693489	0.84
RPSAP70	-2.187760069	0.98
FLJ38576	-3.208981904	0.45
CYP4V2	1.783613338	0.91
KLKB1	-1.121897797	0.38
F11	-6.64385619	0.24
FAT1	4.090797322	0.87
RP11-11N5.1	-2.925324828	0.92
RP11-138B4.1	-4.697497467	0.4
RP11-219G10.1	-2.351603476	0.01
LINC01060	-3.550127085	0.19
RP11-756P10.3	-1.842352564	0.13
RP11-706F1.2	-6.64385619	0.11
RP11-462G22.2	-2.266625881	0.87
RNU1-51P	-6.64385619	0.91
AF146191.4	-3.12348455	0.03
FRG1	2.64755416	0.3
PLEKHG4B	-6.104324809	0.07
LRRC14B	0.917954469	0.34
CTD-2083E4.7	1.030348537	0.45
CCDC127	0.382523177	0.49
CTD-2083E4.4	-2.882022661	0.8
SDHA	4.64833096	0.85
PDCD6	0.500380823	0.71
AHRR	-4.593111498	0.71
EXOC3-AS1	-0.59283121	0.98
EXOC3	1.275771444	0.62
PP7080	0.446131141	0.18
CTD-2228K2.7	-4.263301355	0.66
CEP72	-1.556934433	0.33
TPPP	1.45688688	0.32
ZDHHC11B	0.790987058	0.78
BRD9P2	-0.957679637	0.3
ZDHHC11	-0.105007483	0.79
BRD9	0.449086608	0.51
TRIP13	-4.038765137	0.27
RP11-43F13.3	2.460154406	0.03
RP11-43F13.4	-6.64385619	0.49
NKD2	-2.334854741	0.67
SLC12A7	3.189758189	0.99
CTD-3080P12.3	-2.76567883	0.42
CLPTM1L	0.821686023	0.38
SLC6A3	-5.409679937	0.89
LPCAT1	0.169773289	0.52
SDHAP3	0.974194345	0.86
RP11-43F13.1	-0.690140584	0.31
MRPL36	0.870109022	0.56
NDUFS6	4.190927166	0.34
IRX4	-0.135771749	0.25
CTD-2194D22.3	2.471578336	0.34
RP11-259O2.1	-1.042149736	0.36
IRX2	-4.452982073	0.19
C5orf38	-4.596241997	0.2
IRX1	-2.837640223	0.9
ADAMTS16	-6.64385619	0.46
MTCO1P31	-2.914527113	0.97
ICE1	2.623621302	0.7
FLJ33360	-5.028392188	0.24
MED10	1.194439641	0.34
UBE2QL1	1.262954968	0.29
LINC01018	-1.079935849	0.4
NSUN2	2.376579998	0.75
SRD5A1	-1.466281614	0.64
CTD-2044J15.1	-6.64385619	0.92
PAPD7	0.757559855	0.01
RN7SKP79	-0.139517626	0.11
ADCY2	-4.609586947	0.2
MTRR	0.991097746	0.38
FASTKD3	0.691495015	0.95
RP11-480D4.1	-6.64385619	0.07
RP11-480D4.2	-6.64385619	0.38
RP11-480D4.6	-2.213797068	0.65
MIR4458HG	-0.342490717	0.23
RP11-480D4.7	-0.890993033	0.35
SEMA5A	3.66994547	0.95
CTD-2201E9.3	0.95656062	0.12
CTD-2201E9.2	1.479123859	0.97
SNHG18	1.846890788	0.36
CTD-2001E22.1	-6.64385619	0.28
TAS2R1	-6.64385619	0.55
CTD-2143L24.1	-6.64385619	0.06
CTD-2199O4.6	-1.250051472	0.99
FAM173B	1.06557705	0.46
CCT5	2.955993324	0.59
CTD-2256P15.4	-4.124804128	0.44
CMBL	2.007681656	0.77
CTD-2256P15.2	-1.536105131	0.91
MARCH6	3.967317857	0.04
ROPN1L	-3.189478592	0
ANKRD33B	1.585486685	0.24
DAP	2.061657865	0.47
CTNND2	1.479232773	0.77
DNAH5	-4.967010525	0.98
TRIO	2.572958018	0.73
AC016549.1	-0.358315746	0.23
FAM105A	-1.395032432	0.35
CTD-2165H16.3	-6.64385619	0.75
CCT6P2	-4.384606281	0.48
EEF1A1P13	-1.318574191	0.18
CTD-2165H16.4	-1.179785575	0.01
OTULIN	2.603023851	0.43
ANKH	3.329903305	0.88
RBBP4P1	0.81515537	0.4
FBXL7	2.3238694	0.3
MARCH11	-2.077404914	0.7
RP11-19O2.1	0.626585997	0.61
RP1-167G20.1	-3.013484097	0.93
ZNF622	3.480335576	0.21
FAM134B	4.774183942	0.1
RP11-260E18.1	-1.930757699	0.39
CTC-461F20.1	-1.90452783	0.57
MYO10	-1.220500112	0.22
BASP1	-3.072708029	0.89
RN7SKP133	0.324423564	0.58
RP11-374A4.1	-6.64385619	0.04
GUSBP1	-0.244889976	0.62
RP11-823P9.4	-4.012356176	0.25
CTD-2272G21.2	-6.64385619	0.22
C5orf17	-2.925324828	0.82
CTD-2015B23.2	-1.02453497	0.67
RP11-184E9.1	-6.64385619	0.13
RP11-184E9.2	-6.64385619	0.76
MSNP1	-2.19094364	0.73
LINC01021	-3.669088629	0.83
CTD-2118P12.1	-4.991929075	0.06
CDH6	-1.007558246	0.01
DROSHA	2.21162381	0.35
C5orf22	2.346534875	0.25
CTD-2008E3.1	-0.025651221	0.95
PDZD2	3.530380049	0.79
RP11-5N11.2	1.692534689	0.83
RP11-5N11.3	-0.35926384	0.18
RP11-5N11.7	-0.257581893	0.05
RNU6-760P	1.641538437	0.2
RPL5P14	1.312559682	0.7
TPT1P5	-0.094758651	0.06
CTD-2206G10.2	0.869697374	0.23
CTD-2152M20.2	-2.139060199	0.57
GOLPH3	3.046824121	0.97
CTD-2186M15.3	-2.085055373	0.01
MTMR12	1.701531024	0.27
ZFR	3.861338878	0.26
SUB1	2.881134534	0.28
NPR3	2.953427546	0.09
RP11-36C20.1	-3.238953036	0.58
RP11-113I22.1	-6.64385619	0.46
CTD-2203K17.1	-2.091070614	0.08
TARS	2.884700184	0.33
ADAMTS12	-1.46709483	0.6
SLC45A2	-4.413185276	0.04
AMACR	-3.361482676	0.61
C1QTNF3-AMACR	-5.178100134	0.38
C1QTNF3	-2.022064002	0.85
RP11-1023L17.1	-1.009739269	0.48
RAI14	0.878740298	0.89
CTD-2517O10.6	-1.837206753	0.29
TTC23L	-5.376795421	0.19
RAD1	0.946502572	0.2
BRIX1	0.688272536	0.74
DNAJC21	2.191002378	0.86
PRLR	-2.265892705	0.45
SPEF2	-1.468388462	0.53
IL7R	-2.562372975	0.1
LMBRD2	2.283224219	0.24
SKP2	0.558119495	0.27
NADK2	2.682588509	0.53
RANBP3L	-1.93696054	0.74
SLC1A3	3.944781779	0.89
CTD-2353F22.1	-3.13146062	0.82
CTD-2353F22.2	3.429516979	0.31
NIPBL	3.079226358	0.93
KRT18P31	1.140648517	0.04
RPS4XP6	-1.363995291	0.95
C5orf42	1.829967623	0.93
RN7SL37P	-2.275600139	0.97
CTD-2124B8.2	-1.505709401	0.26
NUP155	1.256155219	0.74
WDR70	0.903023899	0.29
GDNF-AS1	-5.14137625	0.72
GDNF	-5.37364138	0.25
EGFLAM	1.06106671	0.81
LIFR	3.178223119	0.13
LIFR-AS1	-1.277945543	0.13
OSMR-AS1	-1.507695281	0.9
OSMR	1.460310354	0.58
RICTOR	3.388709615	0.11
FYB	-1.489334301	0.2
GOLGA5P1	-3.804602384	0.98
C9	-6.64385619	0.31
DAB2	1.702474476	0.25
CTD-2078B5.2	-2.241625056	0.27
INTS6P1	-6.64385619	0.94
TTC33	0.980868381	0.75
PTGER4	0.417032151	0.01
PRKAA1	2.880568526	0.1
SNORA57	-6.64385619	0.28
RPL37	3.328354872	0.05
CARD6	0.549741759	0.91
C7	4.579550161	0.2
C6	5.165894453	0.22
PLCXD3	4.214156083	0.66
OXCT1	5.960830294	0.99
OXCT1-AS1	-1.471499293	0.55
C5orf51	2.303560228	0.76
FBXO4	0.368645314	0.99
GHR	1.453735384	0.14
CCDC152	-0.760478194	0.34
SELENOP	3.598460579	0.66
CTD-2201E18.5	-2.654822902	0.3
CTD-2201E18.3	-2.447149634	0.6
ANXA2R	-3.169470054	0.72
AC025171.1	-1.03307918	0.05
CTD-2035E11.5	-1.746003652	0.55
ZNF131	0.750177386	0.31
NIM1K	-4.058554586	0.7
RP11-447H19.3	-2.522021325	0.83
HMGCS1	2.014029898	0.92
CCL28	-5.421276795	0.27
TMEM267	0.161038489	0.33
RP11-159F24.3	-1.721478397	0.14
C5orf34	-2.734425921	0.58
EEF1A1P19	-4.220095487	0.7
PAIP1	2.384918264	0.63
NNT-AS1	2.922921406	0.14
CTD-2210P15.3	-0.936205456	0.31
AMD1P3	-0.323602064	0.69
NNT	5.517849782	0.42
FGF10	-5.05707918	1
FGF10-AS1	-6.64385619	0.56
RP11-53O19.1	0.066182226	0.23
