	fc	p
RNF13	2.553136656	0.04
NPM1P29	-3.554097993	0.03
RP11-651P23.2	-6.64385619	0.59
RPL32P9	-6.64385619	0.18
TSC22D2	1.967659275	0.74
EIF2A	3.272616459	0.94
SELENOT	2.607492847	0.12
ERICH6	-6.64385619	0.73
ERICH6-AS1	-1.159301527	0.08
SIAH2-AS1	-6.64385619	0.33
MED12L	-1.063242101	0.67
GPR171	-2.791374718	0.68
SETP11	-2.435337087	0.49
IGSF10	0.090439793	0.89
MRPL42P6	-6.64385619	0.1
RP11-454C18.1	-2.19728778	0.33
AADACP1	-3.837040557	0.99
MBNL1	4.403000606	0.0
MBNL1-AS1	0.785214294	0.78
RP11-292E2.1	-6.64385619	0.57
RP11-23D24.2	-6.64385619	0.55
ARHGEF26-AS1	-5.705062109	0.26
RP11-451G4.2	-0.512292505	0.26
C3ORF33	0.863498434	0.23
SLC33A1	1.778988249	0.88
SETP14	-2.754173438	0.71
RP11-305K5.1	1.455040755	0.64
TIPARP-AS1	-2.695825891	0.79
TIPARP	3.514015838	0.04
METTL15P1	-6.64385619	0.31
LINC00886	-0.830058993	0.43
PA2G4P4	0.113591424	0.39
LEKR1	-3.220345878	0.83
LINC00880	-4.647548407	0.9
LINC00881	4.827510667	0.4
CCNL1	2.285684491	0.3
RP11-555M1.3	-6.64385619	0.33
RP11-550I24.2	-2.28362472	0.21
VEPH1	-5.137393647	0.1
PQLC2L	-3.901449629	0.87
SHOX2	-5.509036978	0.89
RSRC1	1.139531405	0.98
RP11-538P18.1	-1.587966398	0.9
RP11-538P18.2	-3.623296931	0.85
MLF1	4.122844469	0.53
LXN	-1.147936338	0.97
RP11-379F4.7	-6.64385619	0.85
RP11-379F4.6	-1.782785297	0.66
RARRES1	-3.458804939	0.84
MFSD1	1.499862703	0.26
RP11-379F4.4	-1.674247501	0.49
RP11-379F4.1	-2.345259575	0.91
RP11-379F4.8	-1.629721443	0.49
RP11-170K4.2	-0.65025146	0.46
IQCJ	-2.208160052	0.37
RP11-564C24.1	-3.667177706	0.92
SCHIP1	1.937226225	0.51
BRD7P2	-2.898152263	0.41
C3ORF80	-4.903865987	0.04
TRIM59	-4.619371819	0.58
SCARNA7	7.731031757	0.8
KRT8P12	0.099054246	0.22
RP11-16N11.2	-0.803695558	0.38
NMD3	2.829903713	0.19
RP11-3P17.4	-5.00199031	0.65
RPL23AP42	-2.856246239	0.85
ZBBX	-3.820942644	0.28
SERPINI2	-2.471898622	0.36
WDR49	-1.869853109	0.76
PDCD10	2.217996703	1.0
HMGN1P8	1.33565669	0.06
SERPINI1	1.189427614	0.07
LINC01330	-0.460386621	0.41
MEMO1P3	-1.287850441	0.78
EGFEM1P	-4.799655271	0.59
RP11-641D5.1	-0.740284524	0.3
RP11-3K16.2	0.621921706	0.31
TERC	-6.64385619	0.97
ACTRT3	-2.939355493	0.96
RP11-816J6.3	-2.153859849	0.25
MYNN	1.585135843	0.65
RP11-362K14.5	-2.792122584	0.46
LRRC34	-1.531952729	0.22
RP11-362K14.7	-1.912394905	0.0
RP11-362K14.6	-0.888732918	0.68
LRRC31	-6.64385619	0.09
RP11-379K17.4	-6.64385619	0.61
SEC62	2.770010926	0.52
GPR160	-2.654065004	0.83
RP11-379K17.12	-3.684965455	0.11
RP11-469J4.3	-6.64385619	0.93
EIF5A2	-0.28797359	0.85
MIR569	0.922523309	0.58
RP11-185E8.2	-2.119905009	0.72
FNDC3B	3.653221869	0.73
RN7SL141P	1.036584328	0.04
RP11-408H1.3	-4.074378855	0.3
RP11-521A24.1	-0.65025146	0.67
RN7SKP234	0.922523309	0.49
NAALADL2	-0.37054036	0.13
RN7SKP40	-1.947235045	0.18
RP11-809F4.3	-6.64385619	0.65
ACTG1P23	-6.64385619	0.42
MTND5P15	-1.491057216	0.58
TBL1XR1-AS1	-6.64385619	0.31
RNU6-681P	-0.760891498	0.94
LINC00501	-0.886846678	0.19
LINC00578	-6.64385619	0.47
KCCAT211	-6.64385619	0.22
RP11-33A14.1	-2.009336157	0.86
KCNMB2-AS1	-6.64385619	0.64
ZMAT3	1.532794252	0.97
LRRFIP1P1	-1.710803032	0.74
ZNF639	1.424421751	0.51
RP11-255C15.3	-1.339080322	0.67
AC007620.3	-0.289511333	0.91
RP11-145M9.5	-0.217977053	0.73
RP11-15L13.4	-0.038877418	0.71
PEX5L	-5.174866808	0.35
RP11-496B10.3	-3.093391099	0.1
TTC14	1.94091073	0.29
CCDC39	-3.061674985	0.03
RP11-259P15.4	-3.138255663	0.79
FXR1	2.876318441	0.58
SOX2-OT	-4.626399092	0.19
RP11-531F16.3	0.301270716	0.18
MCCC1	2.657014987	0.14
LAMP3	-6.64385619	0.45
MCF2L2	-3.486793765	1.0
LINC00888	1.322787354	0.71
SNORA81	-6.64385619	0.63
KLHL6	-2.604129609	0.65
KLHL24	4.539633339	0.6
YEATS2-AS1	-3.935998387	0.0
MAP6D1	-1.807878212	0.24
EEF1A1P8	-3.366821548	0.25
RP11-778D9.12	-2.588097642	0.35
RP11-778D9.4	-6.64385619	0.52
DVL3	2.532512945	0.22
ABCF3	2.302900714	0.63
SNORD66	-0.31497624	0.97
FAM131A	0.703787718	0.17
CHRD	-1.131064825	0.88
EIF2B5-IT1	-6.64385619	0.24
MAGEF1	2.451028863	0.42
RP11-329B9.4	-3.379799948	0.14
RP11-329B9.3	-3.003434046	0.36
VPS8	3.702487765	0.94
C3ORF70	-0.442366706	0.8
EIF2S2P2	-2.911812929	0.81
MAP3K13	-0.588977806	0.99
RPL4P4	-3.265653989	0.05
TMEM41A	0.159268451	0.25
RP11-537I16.2	1.281798325	0.93
NMRAL2P	-4.923226535	0.68
ETV5	-0.096204622	0.32
CRYGS	-0.330291651	0.63
TBCCD1	0.996058951	0.19
RP11-134F2.7	0.433759055	0.42
KNG1	-6.64385619	0.58
RP11-573D15.9	-6.64385619	0.96
RPS20P14	-0.555599579	0.7
RP11-208N14.5	0.069988961	0.26
RP11-211G3.2	-3.99448832	0.63
LPP-AS2	0.983606675	0.37
LPP	3.758073754	0.74
FLJ42393	0.861838334	0.99
TPRG1-AS1	-1.175241053	0.92
TPRG1	-2.807127804	0.46
P3H2	-0.015158802	0.22
MTAPP2	-6.64385619	0.0
IL1RAP	-0.207406022	0.69
GCNT1P3	-1.218556126	0.03
RN7SKP296	-0.478493969	0.14
RP11-332P22.2	-3.186950462	1.0
GMNC	-2.868966747	0.8
OSTN	-6.64385619	0.53
CCDC50	2.785427658	0.46
RP11-197K6.1	-6.64385619	0.01
MB21D2	0.564555403	0.93
ATP13A5-AS1	-6.64385619	0.56
RP11-175P19.2	-2.280064311	0.66
RP11-699L21.1	-4.802332419	0.52
RP11-407B7.1	-2.161385529	0.81
LRRC15	-2.622751563	0.45
ATP13A3	4.385499712	0.94
LINC00884	-1.955804964	0.58
AC108676.1	-6.64385619	0.39
TMEM44-AS1	0.382965972	0.61
TMEM44	-1.206557108	0.34
AC046143.3	-3.79442354	0.15
LSG1	1.819193456	0.21
FAM43A	-0.143872108	0.77
AC090505.6	-5.355176176	0.65
XXYLT1	-1.280841854	0.97
ACAP2	1.714367475	0.9
ACAP2-IT1	-0.327418855	0.28
PPP1R2	2.518606319	0.62
RNU6ATAC24P	0.846123903	0.3
MUC20P1	-0.688451789	0.14
LINC00969	1.842238453	0.95
MIR570	3.403805452	0.37
MUC20	-1.197649456	0.37
MUC4	-5.996910819	0.01
TNK2	-0.704871723	0.84
RP11-480A16.1	-2.458078193	0.32
SDHAP1	1.418515509	0.4
TM4SF19-AS1	-4.708543338	0.16
TM4SF19	-6.64385619	0.11
RN7SL434P	-2.103869163	0.98
SMCO1	3.397710644	0.04
WDR53	0.399895261	0.56
FBXO45	0.499112307	0.29
NRROS	-2.346672003	0.95
CEP19	-1.560884192	0.15
PAK2	3.189444918	0.92
RNU6-42P	-6.64385619	0.97
AC127904.2	-0.284052303	0.07
NCBP2-AS2	1.536953279	0.82
MELTF	-1.133870827	0.79
MELTF-AS1	-1.609004481	0.49
RP13-616I3.1	-1.218556126	0.62
AC024560.3	2.670672931	0.23
AC132008.1	-0.637399306	0.02
RUBCN	1.320056682	0.85
RP11-803P9.1	-0.64306316	0.1
LRCH3	1.918826396	0.26
AC144530.1	-3.074494694	0.35
IQCG	-0.221606499	0.57
LMLN	0.259375386	0.66
FAM157A	-5.755669223	0.77
CH17-262A2.1	-0.079764182	0.58
ZNF876P	-0.272913946	0.54
RP11-478C6.1	-6.64385619	0.59
MIR571	0.922523309	0.88
RP11-2H3.6	-1.749992885	0.2
ABCA11P	-0.192646698	0.94
RP11-1191J2.5	-3.44435843	0.36
MFSD7	-0.623855006	0.5
PCGF3	1.129415281	0.54
RP11-440L14.4	-1.219046168	0.35
RP11-440L14.1	1.254013558	0.45
AC139887.4	-1.211184494	0.64
TMEM175	0.369916547	0.55
RNF212	-4.10189532	0.33
RP11-20I20.2	-2.033241403	0.22
AC092535.3	-3.04131611	1.0
CTBP1	1.732131427	0.49
CTBP1-AS2	0.083085917	0.43
MAEA	0.617395674	0.23
AC078852.2	-6.64385619	0.59
CRIPAK	-0.925214959	0.09
RP11-1398P2.1	-3.130324394	0.14
FAM53A	-4.700272473	0.39
RP11-572O17.1	-6.64385619	0.26
FGFR3	-1.333100254	0.34
SCARNA22	2.411253754	0.11
C4ORF48	-6.64385619	0.57
RP11-317B7.2	-3.765932578	0.24
ZFYVE28	-1.806721417	0.96
FAM193A	1.826725515	0.89
SH3BP2	0.249993925	0.16
MFSD10	-0.369670494	0.75
NOP14-AS1	-0.310034234	0.89
GRK4	0.512260876	0.72
MSANTD1	-4.109589053	0.1
RP11-357G3.2	-2.116545156	0.41
DOK7	1.04302032	0.95
RP11-529E10.6	-1.216103297	0.58
LRPAP1	3.016960265	0.58
AC141928.1	-3.705249496	0.32
FAM86EP	-2.445580845	0.24
TMEM128	0.804649043	0.56
LYAR	1.899348487	0.57
ZBTB49	0.694267616	0.77
NSG1	-3.224624548	0.5
STX18-IT1	-3.043149275	0.56
STX18-AS1	-1.660806311	0.3
RP11-326I19.2	-6.64385619	0.67
MSX1	-1.291839355	0.27
CYTL1	-3.833346829	0.11
STK32B	-3.906991916	0.75
CRMP1	-2.68912204	0.12
C4ORF50	-6.64385619	0.81
JAKMIP1	-6.64385619	0.92
PPP2R2C	-1.406107597	0.37
MRFAP1	4.453943321	0.48
RP11-539L10.3	1.36931268	0.37
AC093323.3	0.536439129	0.15
RP11-539L10.2	-2.259854614	0.17
RP11-539L10.4	-2.355114561	0.75
RP11-539L10.5	-1.60875886	0.29
MRFAP1L1	3.633297316	0.22
KIAA0232	4.187349527	0.75
RN7SKP292	-1.356036185	0.55
CCDC96	-4.685793637	0.04
RP11-367J11.3	-4.105313114	0.55
SORCS2	-1.753749691	0.35
AFAP1	0.387950089	0.86
SH3TC1	-1.395112001	0.85
HTRA3	2.679175569	0.57
RP11-774O3.2	-2.914527113	0.63
RP11-774O3.1	-0.4847378	0.78
RP11-774O3.3	0.73354801	0.61
RP11-689P11.2	-2.044149913	1.0
SLC2A9	-1.913654954	0.34
RP11-448G15.3	0.128177547	0.7
ZNF518B	1.812364806	0.39
CLNK	-6.64385619	0.02
RNPS1P1	-2.821677439	0.66
RP11-281P23.1	-4.642982698	0.28
RP11-281P23.2	-4.646476289	0.94
RP11-74M11.2	-6.64385619	0.46
RP11-352E6.2	-2.415406843	0.28
RP11-22A3.2	-1.355775302	0.54
RP11-22A3.1	-0.778956638	0.49
HSP90AB2P	-0.234821288	0.7
RAB28	2.849749283	0.57
BOD1L1	2.581666033	0.61
AC006445.6	-6.64385619	0.06
AC007126.1	-1.030501869	0.37
LINC01085	-6.64385619	0.61
LINC00504	-6.64385619	0.36
CPEB2-AS1	-4.349204023	0.48
CPEB2	1.904002427	0.98
RP11-665G4.1	-3.708018454	0.85
C1QTNF7	-0.675810085	0.47
RP11-484O2.1	-2.198869048	0.75
RP11-799M12.2	-2.139060199	0.82
FAM200B	0.936458064	0.55
PROM1	-0.096631815	0.03
TAPT1	1.528505084	0.85
TAPT1-AS1	-1.162538232	0.1
RPS21P4	-6.64385619	0.31
LDB2	2.62445143	0.56
LAP3	2.808951439	0.98
AC006160.5	-3.466816898	0.28
FAM184B	-6.64385619	0.78
NCAPG	-5.48937334	0.82
LCORL	-0.127316031	0.68
SLIT2-IT1	-2.246206251	0.43
PACRGL	0.487100509	0.13
KCNIP4-IT1	-5.954423654	1.0
ADGRA3	1.73833796	0.41
CDC42P6	-0.647296046	0.32
MIR573	-0.690984216	0.88
RN7SL16P	-1.124762343	0.01
CCDC149	0.024958362	0.45
SEPSECS	0.658431708	0.23
SEPSECS-AS1	0.049564344	0.29
RP11-660M5.1	-1.457159619	0.47
ZCCHC4	0.562870476	0.03
SEL1L3	-1.363469873	0.09
SMIM20	2.109093675	0.25
TBC1D19	1.219818859	0.42
STIM2	0.195650956	0.02
RP11-293A21.1	-3.152848515	0.06
RP11-734I18.1	-6.64385619	0.68
DTHD1	-4.239023641	0.97
NWD2	-5.857486573	0.55
C4ORF19	-6.64385619	0.75
RP11-36B15.1	-2.083331706	0.89
RELL1	2.841617611	0.54
AC021106.1	-6.64385619	0.79
RP11-177C12.1	-0.412461932	0.42
PTTG2	-0.179292851	0.95
KLF3-AS1	-1.044910645	0.73
KLF3	2.319703313	0.2
FAM114A1	1.248403588	0.82
TMEM156	-4.130393423	0.87
RP11-360F5.3	-1.294050424	0.86
RP11-472B18.1	-6.64385619	0.35
UGDH-AS1	-1.890149843	0.43
SMIM14	1.125920518	0.56
RP11-539G18.3	-3.121768536	0.18
RN7SL558P	0.699799555	0.64
RP11-333E13.2	-0.047401802	0.41
N4BP2	1.245992526	0.16
RP11-395I6.3	0.210671192	0.4
RBM47	-3.296192758	0.11
NSUN7	-4.034013219	0.31
APBB2	1.325416508	0.17
LIMCH1	5.135605898	0.69
RPL12P20	2.628055331	0.67
TMEM33	2.174105947	0.79
DCAF4L1	-1.927603906	0.03
RP11-814H16.2	-2.928009621	0.62
SLC30A9	3.548554449	0.51
ATP1B1P1	0.259293092	0.57
BEND4	-5.888244091	0.27
SHISA3	0.47246834	0.14
CCNL2P1	-0.28730704	0.05
NDUFB4P12	-1.646547997	0.1
RP11-663P9.1	-2.792122584	0.2
KCTD8	-6.64385619	0.4
YIPF7	-2.253806205	0.82
GUF1	2.451282252	0.48
RP11-700J17.1	-0.047401802	0.79
RP11-700J17.2	-0.86845438	0.99
RAC1P2	-0.654672901	0.87
RP11-731J8.2	0.474104323	0.23
RP11-100N21.1	-0.523649388	0.83
RP11-121C2.3	-1.155886245	0.14
RP11-121C2.2	-1.010624832	0.04
NFXL1	0.172221293	0.94
TXK	-1.631333	0.79
SLAIN2	3.366283854	0.6
SLC10A4	-3.169836831	0.99
FRYL	2.420799299	0.55
OCIAD1	3.648471646	0.96
OCIAD2	-0.586265117	0.92
RP11-241F15.1	-6.64385619	0.75
ANKRD20A17P	-2.38492516	0.9
RP11-241F15.3	-6.64385619	0.3
SNX18P25	-6.64385619	0.72
RP11-365H22.2	-0.728703307	0.4
LRRC66	-2.024740897	0.1
SGCB	4.131055664	0.63
SPATA18	-2.121581741	0.21
RP11-588F10.1	1.181529041	0.22
USP46	2.859281276	0.25
USP46-AS1	2.360015094	0.47
DANCR	2.623442513	0.03
SNORA26	2.892988496	0.81
ERVMER34-1	-0.019310462	0.39
RASL11B	0.355191217	0.77
SCFD2	1.54953756	0.67
RP11-752D24.2	-4.839336956	0.73
FIP1L1	1.498469971	0.14
RPL21P44	0.626585997	0.69
RP11-571I18.4	-1.26908086	0.71
CHIC2	1.229348795	0.28
PDGFRA	1.31603337	0.41
KIT	-2.139804134	0.12
KDR	2.532083859	0.85
SRD5A3-AS1	-5.524843422	0.91
TMEM165	2.030860216	0.37
CLOCK	2.723906238	0.36
RN7SKP30	-2.391079018	0.4
RNU6-652P	-0.801213737	0.91
KIAA1211	-2.572923601	0.28
AASDH	1.154982057	0.27
RP11-646I6.5	-0.306918925	0.59
RP11-646I6.6	-0.865927388	0.83
RP11-646I6.3	-2.269624137	0.48
HOPX	-0.220554203	0.66
RP11-630A13.4	-1.608498742	0.39
RN7SL357P	-6.64385619	0.59
NOA1	1.530951094	0.36
RNU6-998P	-0.719368637	0.09
IGFBP7	6.526673171	0.62
IGFBP7-AS1	-2.19728778	0.82
RP11-319E12.2	-2.607273555	0.86
ADGRL3	1.238918213	0.73
RPL17P19	0.901573622	0.67
ADGRL3-AS1	-2.863329201	0.35
RPL21P47	2.925836598	0.25
RP11-30P21.2	2.58306003	0.21
HMGN1P11	0.489386149	0.59
EXOC5P1	-3.294414967	0.55
RP11-12K22.1	2.017993821	0.05
RNU6-191P	1.686719408	0.69
RP11-707A18.1	-6.64385619	0.09
RP11-408P14.1	-6.64385619	1.0
RP11-584P21.2	-2.360313613	0.53
CENPC	1.81248908	0.5
STAP1	-6.64385619	0.46
RP11-17P16.1	-6.64385619	0.54
UBA6-AS1	-0.698898537	0.81
SNORA62	-1.287850441	0.7
GCOM2	-6.64385619	0.15
YTHDC1	2.551263704	0.2
UGT2A3P7	0.215092909	0.21
ENAM	0.687407827	0.49
RUFY3	1.829347351	0.15
SLC4A4	1.890931661	0.91
ANKRD17	3.987211959	0.24
RP11-692D12.1	-0.893061583	0.88
SNORA3	-6.64385619	0.83
RASSF6	-6.64385619	0.89
CXCL8	-6.64385619	0.54
PARM1	4.620100764	0.83
RP11-44F21.3	-6.64385619	0.51
RP11-44F21.2	-6.64385619	0.39
RP11-44F21.5	-6.64385619	0.79
THAP6	1.434044659	0.72
CDKL2	-3.759682646	0.82
G3BP2	3.18025481	0.47
SDAD1	2.527350065	0.41
ART3	1.840239144	0.12
FAM47E	-1.355740514	0.48
CCDC158	-3.284016679	0.12
SHROOM3	1.120423633	0.4
AC107072.2	0.028242001	0.98
RP11-359D14.2	-3.074494694	0.82
SEPT11	2.051893195	0.28
TXNP6	-0.751770405	0.03
CCNI	5.780655541	0.9
RP11-1E1.2	-3.784148845	0.06
RP11-777B9.5	2.697439542	0.95
FRAS1	-0.305152094	0.92
SERBP1P5	-3.1561912	0.34
ANXA3	0.930624166	0.72
LINC01094	-4.296464652	0.2
RP11-109G23.3	-4.795622974	0.15
BMP2K	2.111170219	0.06
RN7SL127P	0.282942219	0.98
LINC01088	-1.906498939	0.79
LINC00989	-2.326962147	0.88
RP11-234K19.1	-2.474299665	0.67
ANTXR2	2.48871109	0.57
PRDM8	-2.82109312	0.5
FGF5	-4.637489949	0.5
RASGEF1B	-1.475649174	0.3
RP11-127B20.2	-1.108933317	0.78
RP11-127B20.3	-2.804028236	0.57
TMEM150C	1.123963205	0.75
RPL7AP26	-1.135215136	0.75
RP11-791G16.2	-1.771631844	0.59
RP11-791G16.4	-4.118244111	0.87
THAP9-AS1	2.110553195	0.44
THAP9	1.144396187	0.79
RP11-576N17.5	-1.660806311	0.01
HELQ	1.815514186	0.33
FAM175A	-0.63005228	0.39
SLC25A14P1	-2.796600448	0.51
GPAT3	3.875375721	0.25
WDFY3	2.882901552	0.92
RN7SL552P	0.402287525	0.22
WDFY3-AS2	-0.729008307	0.7
RN7SKP48	-0.105130634	0.32
RP11-218C23.1	-3.477037013	1.0
MIR4451	3.95888848	0.36
RP13-514E23.1	-4.374522027	0.98
RP11-778J15.1	-3.946776282	0.04
RN7SKP96	-2.230101623	0.72
C4ORF36	0.881087132	0.64
RP11-397E7.4	-1.827392978	0.64
AFF1	3.581613927	0.08
TECRP1	-6.64385619	0.15
KLHL8	0.885762263	0.2
GAPDHP60	-3.823434859	0.62
NUDT9	1.521705132	0.33
RP11-710E1.2	-2.911812929	0.41
SPARCL1	6.782345056	0.19
RP11-742B18.1	-6.64385619	0.85
HSP90AB3P	0.425166474	0.07
ABCG2	1.624770664	0.8
RNU6ATAC31P	-1.032569468	0.93
RP11-147K6.2	-6.64385619	0.31
RP11-10L7.1	-3.065734887	0.09
PYURF	2.957509939	0.18
RP11-466G12.2	-1.808456237	0.43
RN7SKP244	-0.010667316	0.71
NAP1L5	1.453882438	0.82
FAM13A-AS1	1.01197035	0.76
FAM13A-AS1_2	-6.64385619	0.92
TIGD2	-1.179982824	0.32
RP11-84C13.2	-2.216138711	0.35
GPRIN3	2.180637411	0.19
RP11-115D19.1	-6.64385619	0.7
SNCA	0.414364507	0.14
CCSER1	0.789407375	0.7
TMSB4XP8	0.433759055	0.66
RP11-254A24.2	-2.400594102	0.1
GRID2	-6.64385619	0.6
SMARCAD1	1.868385533	0.27
RP11-554D13.1	-1.782785297	0.33
UNC5C	-0.857073106	0.64
RP11-710C12.1	-2.530214136	0.04
STPG2	-4.283414283	0.21
RP11-681L8.1	-6.64385619	0.63
RAP1GDS1	0.857584188	0.56
RP11-810D13.1	-1.351594407	0.3
RP11-1299A16.3	-4.245046078	0.05
TBCAP3	-1.333681987	0.64
RP11-571L19.8	-1.013207802	0.55
RP11-696N14.1	-3.038443331	0.29
RP11-766F14.1	-6.64385619	0.84
RP11-766F14.2	-3.510210359	0.54
DAPP1	-3.480423703	0.36
DNAJB14	1.223508789	0.85
RP11-15B17.4	-0.270539895	0.03
DDIT4L	-3.174521732	0.75
EMCN	1.980228543	0.66
MIR1255A	-6.64385619	0.44
FLJ20021	-0.234313803	0.42
BANK1	-6.64385619	0.7
RP11-499E18.1	-6.64385619	0.98
LRRC37A15P	3.219723146	0.69
KRT8P46	2.831479108	0.67
RP11-10L12.4	-0.154787221	0.06
CISD2	0.435406002	0.53
DDX3P3	-6.64385619	0.38
AC004053.1	-4.303119623	0.76
AC004069.2	-3.060127527	0.88
EEF1A1P9	-2.132096529	0.54
GSTCD	-0.312036945	0.07
NPNT	-1.171419422	0.32
RP11-710F7.3	-4.499086448	0.52
TBCK	1.009720719	0.84
SGMS2	1.782231008	0.83
RP11-286E11.1	-0.900620035	0.24
RP11-286E11.2	-2.178600681	0.4
LEF1-AS1	-4.830566606	0.07
RPL34-AS1	-2.460945119	0.13
OSTC	1.527587075	0.5
ETNPPL	-0.462309646	0.19
COL25A1	-3.766494735	0.75
RBMXP4	-3.102730335	0.48
SEC24B-AS1	-1.78494334	0.12
MIR576	-0.676572718	0.36
SETP20	-3.629247731	0.42
CDC42P4	-3.093391099	0.9
HIGD1AP14	-2.158756421	0.84
AC004067.5	-2.454965163	0.59
LRIT3	-4.146978398	0.96
C4ORF32	1.031035972	0.77
RP11-477G18.2	1.536744475	0.48
RP11-73K9.2	-2.017022786	0.22
AP1AR	1.41835759	0.33
RTEL1P1	-4.080250685	0.1
TOX4P1	-4.559702725	0.49
ZGRF1	-0.802460066	0.63
LARP7	3.045347795	0.05
MIR302B	-2.586340029	0.69
RP11-119H12.1	1.243588665	0.02
RP11-119H12.4	0.899171027	0.02
MIR1243	0.38680932	0.31
CAMK2D	5.030343141	0.02
ARSJ	-1.614587185	0.53
TRAM1L1	-2.403975516	0.17
NT5C3AP1	-3.072906677	0.65
SNHG8	2.068149307	0.54
CEP170P1	-3.997399514	0.06
RP11-384K6.6	-1.567230698	0.49
SYNPO2	5.24568693	0.42
RP11-358D17.1	1.558342129	0.45
RP11-358D17.2	1.631889045	0.36
MYOZ2	8.228734369	0.03
RP11-455G16.1	-3.210578184	0.16
USP53	3.228911781	0.91
C4ORF3	3.534322358	0.88
KLHL2P1	-1.484344729	0.43
GTF2IP12	-1.392332145	0.93
RP11-33B1.1	1.031283075	0.82
RP11-33B1.3	-6.64385619	0.92
RP11-96A1.4	-1.145589388	0.21
RP11-700N1.1	2.982606045	0.97
RP11-679C8.2	-1.021308076	0.98
SAR1P3	-1.25959908	0.06
PRDM5	1.365986748	0.42
SETP12	-1.121260424	0.12
NDNF	1.032811256	0.24
RN7SKP137	-2.275600139	0.9
TUBB4BP5	-6.64385619	0.74
TMEM155	-6.64385619	0.38
KIAA1109	3.074151887	0.5
CETN4P	-2.850550778	0.65
RP11-170N16.2	-1.487033689	0.24
RP11-170N16.3	-1.461819452	0.36
NUDT6	0.011181447	0.72
SPATA5	0.753027637	0.01
LINC01091	-2.408226516	0.51
RP11-93I21.3	-6.64385619	0.29
ANKRD50	1.771017534	0.74
FAT4	2.208949534	0.6
RP11-50D9.4	-0.333599142	0.08
RP11-50D9.3	-2.223675635	0.5
MFSD8	1.263205842	0.27
ABHD18	3.245127386	0.82
LARP1B	1.733141531	0.91
FOSL1P1	-0.92257009	0.39
PGRMC2	2.657509922	0.47
RP11-420A23.1	0.129980316	0.56
RP11-130C6.1	-2.257589729	0.85
RP11-184M15.1	-6.64385619	0.16
JADRR	-4.472094057	0.55
JADE1	2.12171889	0.96
C4ORF33	-0.500923983	0.89
RPL7AP28	-1.20871849	0.15
RP11-745L13.2	-2.806987081	0.82
RP11-9G1.3	-6.64385619	0.96
PCDH10	-6.64385619	0.96
RP11-427M20.1	-2.286732152	0.81
PABPC4L	-0.717934337	0.15
RP11-553P9.1	-4.224333213	0.36
RNU1-89P	1.370286004	0.7
RP11-138I17.1	-3.788655921	0.08
PCDH18	0.428179573	0.71
RP13-884E18.4	-1.054821165	0.69
LINC00616	-6.64385619	0.41
RP11-371F15.3	-2.382867381	0.53
NOCT	0.222255805	0.07
PPP1R14BP3	0.711032888	0.71
MGARP	-2.087464747	0.39
NAA15	2.196052851	0.51
RP11-83A24.2	-0.514027838	0.67
RP11-83A24.1	-2.288947237	0.53
RN7SKP253	-6.64385619	0.27
SCOC-AS1	-2.087350114	0.58
RPL14P3	-1.732171972	0.97
CLGN	4.335710009	0.16
ELMOD2	1.897055561	0.56
TBC1D9	2.431369304	0.0
TNRC18P1	-1.865245924	0.22
RP11-102N12.3	-2.838120777	0.18
RNF150	4.374768655	0.51
ZNF330	5.228989225	0.94
RP11-362F19.1	-1.992318079	0.95
RP11-362F19.2	-1.044910645	0.96
RP11-362F19.3	-0.884768854	0.25
RPL5P13	0.044271635	0.51
RP11-284M14.1	-0.468725775	0.95
USP38	1.99447993	0.91
MIR3139	-6.64385619	0.55
RP11-364L4.1	-3.61581394	0.66
RPSAP36	0.151151877	0.72
GUSBP5	-1.798640661	0.62
RP13-578N3.3	-2.163634888	0.15
GYPE	-4.640015533	0.81
RP11-673E1.3	-6.64385619	0.77
RP11-673E1.1	-3.779623111	0.32
HHIP-AS1	-2.59946361	0.8
OTUD4	1.851772512	0.35
RTN3P1	-0.537717312	0.86
ZNF827	1.76908419	0.8
RP11-181K12.1	-1.440584899	0.11
RP11-6L6.4	-1.327658816	0.0
RP11-6L6.2	-3.472505906	0.8
SLC10A7	-0.282740534	0.63
PRMT5P1	-3.17276703	0.91
RP11-752L20.3	0.489815982	0.12
GTF2F2P1	0.433759055	0.89
TMEM184C	2.142304308	0.81
PRMT9	1.17748216	0.09
MIR4799	-0.276974459	0.57
RN7SL254P	-0.217977053	0.78
RP11-503L19.1	-2.983083971	0.55
RP11-24I21.1	-6.64385619	0.72
DCLK2	1.58959834	0.12
LRBA	2.481054918	0.52
RP11-174F8.1	-3.827162478	0.43
MAB21L2	-4.976400124	0.71
SNORD73B	-6.64385619	0.83
RP11-372K14.2	-3.961099546	0.21
FAM160A1	1.775276771	0.11
RN7SKP35	-6.64385619	0.85
RP11-164P12.4	1.479502104	0.64
RP11-164P12.5	1.386775697	0.38
GATB	1.229547633	0.02
RP11-164P12.3	-4.898752134	0.23
RP11-424M21.1	-3.490524472	0.55
RP11-461L13.5	-1.885656142	0.77
RP11-461L13.3	-0.22940676	0.78
MIR3140	1.01515692	0.96
MIR4453	-1.1441793	0.95
TMEM154	-1.194376624	0.73
TIGD4	-3.215883808	0.28
ARFIP1	1.304007533	0.98
RP11-206F17.2	-0.318720591	0.04
FHDC1	-3.436579362	0.79
ANXA2P1	-6.64385619	0.73
KIAA0922	2.325344323	0.14
